lemma,sense_name,definition,example,example_source,notes,Num_WN_Examples,group_id
lips,lip.n.01,either of two fleshy folds of tissue that surround the mouth and play a role in speaking,My lips are chapped,hand_written,no wordnet example for sense,0,lips_1
listen,listen.v.01,hear with intention,Listen to the sound of this cello,wordnet,wordnet example,1,listen_1
listen,heed.v.01,pay close attention to; give heed to,Listen to the advice of old men,hand_written,no wordnet example for lemma,1,listen_1
listen,listen.v.02,listen and pay attention,Listen to your father,wordnet,wordnet example,2,listen_1
little,little.s.03,"(of children and animals) young, immature",What a big little boy you are,wordnet,wordnet example,2,little_1
little,little.s.07,lowercase,Little a,wordnet,wordnet example,3,little_1
little,little.s.05,(of a voice) faint,A little voice,wordnet,wordnet example,2,little_1
little,little.s.08,small in a way that arouses feelings (of tenderness or its opposite depending on the context),A nice little job,wordnet,wordnet example,7,little_1
little,little.a.02,(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with `a') at least some,Little rain fell in May,wordnet,wordnet example,7,little_1
little,fiddling.s.01,(informal) small and of little importance,A little (or small) matter,wordnet,wordnet example,8,little_2
little,short.a.03,low in stature; not tall,A little man,wordnet,wordnet example,4,little_2
little,small.a.01,limited or below average in number or quantity or magnitude or extent,A little dining room,wordnet,wordnet example,4,little_2
lollipop,ice_lolly.n.01,ice cream or water ice on a small wooden stick,In England a popsicle is called an ice lolly,wordnet,wordnet example,1,lollipop_1
lollipop,lollipop.n.02,hard candy on a stick,Lollipops make your teeth fall out,childes,no wordnet example for sense,0,lollipop_1
long,long.a.02,primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified,A long road,wordnet,wordnet example,4,long_1
long,long.a.05,holding securities or commodities in expectation of a rise in prices,Is long on coffee,wordnet,wordnet example,2,long_1
long,long.a.06,(of speech sounds or syllables) of relatively long duration,"The English vowel sounds in `bate', `beat', `bite', `boat', `boot' are long",wordnet,wordnet example,1,long_1
long,long.s.09,having or being more than normal or necessary:,Long on brains,wordnet,wordnet example,2,long_1
long,retentive.a.01,good at remembering,Elephants have a long memory,hand_written,no wordnet example for lemma,2,long_1
long,long.s.03,of relatively great height,A race of long gaunt men,wordnet,wordnet example,2,long_2
long,farseeing.s.02,planning prudently for the future,Took a long view of the geopolitical issues,wordnet,wordnet example,2,long_2
long,long.a.01,primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration as specified,A long life,wordnet,wordnet example,7,long_2
long,long.s.07,involving substantial risk,Long odds,wordnet,wordnet example,1,long_2
look,look.v.03,have a certain outward or facial expression,How does she look?,wordnet,wordnet example,3,look_1
look,look.v.02,give a certain impression or have a certain outward aspect,This project looks fishy,wordnet,wordnet example,4,look_1
look,look.v.01,perceive with attention; direct one's gaze towards,She looked over the expanse of land,wordnet,wordnet example,3,look_1
look,front.v.01,"be oriented in a certain direction, often with respect to another reference point; be opposite to",The house looks north,wordnet,wordnet example,3,look_1
look,count.v.08,have faith or confidence in,Look to your friends for support,wordnet,wordnet example,4,look_1
look,attend.v.02,take charge of or deal with,I must look into this matter,hand_written,no wordnet example for lemma,3,look_2
look,look.v.07,convey by one's expression,She looked her devotion to me,wordnet,wordnet example,1,look_2
look,look.v.09,accord in appearance with,You don't look your age!,wordnet,wordnet example,1,look_2
look,search.v.02,search or seek,We looked all day and finally found the child in the forest,wordnet,wordnet example,2,look_2
look,expect.v.03,look forward to the probable occurrence of,She is looking to a promotion,wordnet,wordnet example,3,look_2
loud,forte.a.01,used chiefly as a direction or description in music,The loud passages in the composition,hand_written,no wordnet example for lemma,1,loud_1
loud,loud.a.01,characterized by or producing sound of great volume or intensity,A group of loud children,wordnet,wordnet example,4,loud_1
loud,brassy.s.02,tastelessly showy,Loud sport shirts,wordnet,wordnet example,7,loud_1
love,love.v.01,have a great affection or liking for,I love French food,wordnet,wordnet example,2,love_1
love,love.v.02,get pleasure from,I love cooking,wordnet,wordnet example,1,love_1
love,sleep_together.v.01,have sexual intercourse with,Make love,hand_written,no wordnet example for lemma,3,love_1
love,love.v.03,be enamored or in love with,She loves her husband deeply,wordnet,wordnet example,1,love_1
mad,harebrained.s.01,very foolish,A completely mad scheme to build a bridge between two mountains,wordnet,wordnet example,3,mad_1
mad,huffy.s.02,roused to anger,She gets mad when you wake her up so early,wordnet,wordnet example,4,mad_1
mad,delirious.s.02,marked by uncontrolled excitement or emotion,A mad whirl of pleasure,wordnet,wordnet example,3,mad_1
mad,brainsick.s.01,affected with madness or insanity,A man who had gone mad,wordnet,wordnet example,1,mad_1
make,make.v.24,carry out or commit,Make a mistake,wordnet,wordnet example,2,make_1
make,make.v.47,develop into,He will make a splendid father!,wordnet,wordnet example,1,make_1
make,make.v.31,be suitable for,Wood makes good furniture,wordnet,wordnet example,1,make_1
make,make.v.32,add up to,Four and four make eight,wordnet,wordnet example,1,make_1
make,make.v.16,perform or carry out,Make a decision,wordnet,wordnet example,4,make_1
make,cause.v.01,"give rise to; cause to happen or occur, not always intentionally",Make a stir,wordnet,wordnet example,3,make_10
make,make.v.44,calculate as being,I make the height about 100 feet,wordnet,wordnet example,1,make_10
make,make.v.45,cause to be enjoyable or pleasurable,Make my day,wordnet,wordnet example,1,make_10
make,make.v.03,make or cause to be or to become,Make a mess in one's office,wordnet,wordnet example,2,make_10
make,form.v.02,to compose or represent:,This makes a fine introduction,wordnet,wordnet example,3,make_2
make,do.v.08,"create or design, often in a certain way",Lets make a painting,hand_written,no wordnet example for lemma,2,make_2
make,have.v.17,achieve a point or goal,She made 29 points that day,wordnet,wordnet example,3,make_2
make,make.v.42,"represent fictitiously, as in a play, or pretend to be or act like",She makes like an actress,wordnet,wordnet example,1,make_2
make,make.v.01,engage in,"Make love, not war",wordnet,wordnet example,5,make_2
make,take.v.27,head into a specified direction,We made for the mountains,wordnet,wordnet example,2,make_3
make,draw.v.04,"make, formulate, or derive in the mind",Make an estimate,wordnet,wordnet example,5,make_3
make,produce.v.02,create or manufacture a man-made product,You wanted me to make the money out of construction paper,childes,no wordnet example for lemma,2,make_3
make,induce.v.02,cause to do; cause to act in a specified manner,My wife made me buy a new sofa,wordnet,wordnet example,3,make_3
make,make.v.14,be or be capable of being changed or made into,He makes a great host,wordnet,wordnet example,2,make_3
make,stool.v.04,have a bowel movement,The dog had made in the flower beds,wordnet,wordnet example,1,make_4
make,make.v.43,consider as being,It wasn't the problem some people made it,wordnet,wordnet example,1,make_4
make,create.v.05,create by artistic means,I'm gonna make a kitty decoration,childes,no wordnet example for lemma,4,make_4
make,make.v.35,appear to begin an activity,He made to speak but said nothing in the end,wordnet,wordnet example,2,make_4
make,make.v.27,put in order or neaten,Make the bed,wordnet,wordnet example,2,make_4
make,make.v.37,reach in time,We barely made the plane,wordnet,wordnet example,1,make_5
make,make.v.02,give certain properties to something,Don't make this into a big deal,wordnet,wordnet example,6,make_5
make,gain.v.08,earn on some commercial or business transaction; earn as salary or wages,How much do you make a month in your new job?,wordnet,wordnet example,4,make_5
make,make.v.30,undergo fabrication or creation,This wool makes into a nice sweater,wordnet,wordnet example,1,make_5
make,lay_down.v.01,"institute, enact, or establish",Make laws,wordnet,wordnet example,1,make_5
make,hold.v.03,organize or be responsible for,"Have, throw, or make a party",wordnet,wordnet example,3,make_6
make,make.v.08,compel or make somebody or something to act in a certain way,Heat makes you sweat,wordnet,wordnet example,2,make_6
make,make.v.36,proceed along a path,Make one's way into the forest,wordnet,wordnet example,2,make_6
make,make.v.46,favor the development of,Practice makes the winner,wordnet,wordnet example,1,make_6
make,make.v.18,change from one form into another,Make water into wine,wordnet,wordnet example,3,make_6
make,make.v.15,make by shaping or bringing together constituents,Make a dress,wordnet,wordnet example,3,make_7
make,make.v.41,assure the success of,A good review by this critic will make your play!,wordnet,wordnet example,1,make_7
make,make.v.33,amount to,This salary increase makes no difference to my standard of living,wordnet,wordnet example,1,make_7
make,make.v.48,behave in a certain way,Make merry,wordnet,wordnet example,1,make_7
make,name.v.03,charge with a function; charge to be,She was made president of the club,wordnet,wordnet example,2,make_7
make,make.v.38,gather and light the materials for,Make a fire,wordnet,wordnet example,1,make_8
make,reach.v.01,"reach a destination, either real or abstract",We barely made it to the finish line,wordnet,wordnet example,4,make_8
make,construct.v.01,make by combining materials and parts,Lets make a spaceship,hand_written,no wordnet example for lemma,2,make_8
make,cook.v.02,prepare for eating by applying heat,Can you make me an omelet?,wordnet,wordnet example,3,make_8
make,make.v.25,form by assembling individuals or constituents,5 more people and we'll have enough to make a proper group,hand_written,no wordnet example for lemma,1,make_8
make,make.v.34,constitute the essence of,Clothes make the man,wordnet,wordnet example,1,make_9
make,reach.v.07,"reach a goal, e.g.,",Make the first team,wordnet,wordnet example,3,make_9
make,seduce.v.01,induce to have sex,Make love,hand_written,no wordnet example for lemma,3,make_9
make,make.v.19,act in a certain way so as to acquire,Make friends,wordnet,wordnet example,2,make_9
make,make.v.49,eliminate urine,Do you have to make potty?,hand_written,no wordnet example for lemma,1,make_9
meat,meat.n.01,the flesh of animals (including fishes and birds and snails) used as food,Farmers raise turkeys for their meat and feathers,childes,no wordnet example for sense,0,meat_1
meat,kernel.n.01,the inner and usually edible part of a seed or grain or nut or fruit stone,You need to roast the chestnut to get to the meat,hand_written,no wordnet example for lemma,1,meat_1
