group_id,lemma,1,2,3,4,5,num_senses
pajamas_1,pajamas,(usually plural) loose-fitting nightclothes worn for sleeping or lounging; have a jacket top and trousers <br /> <i>(Example: I think it's time to put on your pajamas)</i>,a pair of loose trousers tied by a drawstring around the waist; worn by men and women in some Asian countries <br /> <i>(Example: Put on your pajamas for today)</i>,,,,2
take_8,take,admit into a group or community <br /> <i>(Example: Take students for graduate study)</i>,engage for service under a term of contract <br /> <i>(Example: Shall we take a guide in Rome?)</i>,"serve oneself to, or consume regularly <br /> <i>(Example: I don't take sugar in my coffee)</i>",receive willingly something given or offered <br /> <i>(Example: I'd take some yogurt)</i>,require (time or space) <br /> <i>(Example: It took three hours to get to work this morning)</i>,5
knock_1,knock,knock against with force or violence <br /> <i>(Example: He's going to knock somebody over isn't he if he's not careful)</i>,"make light, repeated taps on a surface <br /> <i>(Example: He was knocking his fingers on the table impatiently)</i>",find fault with; express criticism of; point out real or perceived flaws <br /> <i>(Example: Don't knock the food--it's free)</i>,sound like a car engine that is firing too early <br /> <i>(Example: The engine is knocking)</i>,deliver a sharp blow or push : <br /> <i>(Example: He knocked the glass clear across the room)</i>,5
bring_1,bring,bestow a quality on <br /> <i>(Example: She brings a special atmosphere to our meetings)</i>,take something or somebody with oneself somewhere <br /> <i>(Example: This brings me to the main point)</i>,go or come after and bring or take back <br /> <i>(Example: Could you bring the wine?)</i>,bring into a different state <br /> <i>(Example: It brought him out of a deep sleep)</i>,cause to come into a particular state or condition <br /> <i>(Example: Bring water to the boiling point)</i>,5
fall_5,fall,touch or seem as if touching visually or audibly <br /> <i>(Example: Light fell on her face)</i>,go as if by falling <br /> <i>(Example: Grief fell from our hearts)</i>,drop oneself to a lower or less erect position <br /> <i>(Example: She fell back in her chair)</i>,lose office or power <br /> <i>(Example: The government fell overnight)</i>,descend in free fall under the influence of gravity <br /> <i>(Example: The branch fell from the tree)</i>,5
shower_2,shower,a brief period of precipitation <br /> <i>(Example: The game was interrupted by a brief shower)</i>,,,,,1
yard_1,yard,"an area having a network of railway tracks and sidings for storage and maintenance of cars and engines <br /> <i>(Example: In the train yard, engines hook up to coaches and freight cars)</i>",the enclosed land around a house or other building <br /> <i>(Example: It was a small house with almost no yard)</i>,a unit of length equal to 3 feet; defined as 91.44 centimeters; originally taken to be the average length of a stride <br /> <i>(Example: I need 3 yards of cotton for my skirt)</i>,the cardinal number that is the product of 10 and 100 <br /> <i>(Example: I need 3 yards of fabric)</i>,a tract of land enclosed for particular activities (sometimes paved and usually associated with buildings) <br /> <i>(Example: They opened a repair yard on the edge of town)</i>,5
fork_1,fork,the region of the angle formed by the junction of two branches <br /> <i>(Example: They took the south fork)</i>,cutlery used for serving and eating food <br /> <i>(Example: I'm gonna use a fork to eat it)</i>,an agricultural tool used for lifting or digging; has a handle and metal prongs <br /> <i>(Example: It's a spade and a fork isn't it)</i>,the act of branching out or dividing into branches <br /> <i>(Example: There is a fork in the company to Europe)</i>,the angle formed by the inner sides of the legs where they join the human trunk <br /> <i>(Example: There is a stain in the fork of this jeans)</i>,5
hide_1,hide,"be or go into hiding; keep out of sight, as for protection and safety <br /> <i>(Example: She is hiding in the bathroom)</i>",make undecipherable or imperceptible by obscuring or concealing <br /> <i>(Example: She hid the message)</i>,cover as if with a shroud <br /> <i>(Example: The origins of this civilization are hidden in mystery)</i>,prevent from being seen or discovered <br /> <i>(Example: Muslim women hide their faces)</i>,,4
mittens_1,mittens,glove that encases the thumb separately and the other four fingers together <br /> <i>(Example: I got mittens for Christmas)</i>,,,,,1
run_2,run,"carry out a process or program, as on a computer or a machine <br /> <i>(Example: Run a new program on the Mac)</i>","move along, of liquids <br /> <i>(Example: The Missouri runs into the Mississippi)</i>",change or be different within limits <br /> <i>(Example: Interest rates run from 5 to 10 percent)</i>,perform as expected when applied <br /> <i>(Example: Does this old car still run well?)</i>,"deal in illegally, such as arms or liquor <br /> <i>(Example: He ran guns for the militia)</i>",5
sleepy_1,sleepy,ready to fall asleep <br /> <i>(Example: Beginning to feel sleepy)</i>,,,,,1
cut_8,cut,"weed out unwanted or unnecessary things <br /> <i>(Example: We had to lose weight, so we cut the sugar from our diet)</i>",dissolve by breaking down the fat of <br /> <i>(Example: Soap cuts grease)</i>,be able to manage or manage successfully <br /> <i>(Example: She could not cut the long days in the office)</i>,fell by sawing; hew <br /> <i>(Example: The Vietnamese cut a lot of timber while they occupied Cambodia)</i>,stop filming <br /> <i>(Example: Cut a movie scene)</i>,5
train_2,train,public transport provided by a line of railway cars coupled together and drawn by a locomotive <br /> <i>(Example: Express trains don't stop at Princeton Junction)</i>,,,,,1
make_9,make,give certain properties to something <br /> <i>(Example: Don't make this into a big deal)</i>,be suitable for <br /> <i>(Example: Wood makes good furniture)</i>,cause to be enjoyable or pleasurable <br /> <i>(Example: Make my day)</i>,undergo fabrication or creation <br /> <i>(Example: This wool makes into a nice sweater)</i>,eliminate urine <br /> <i>(Example: Do you have to make potty?)</i>,5
asleep_1,asleep,lacking sensation <br /> <i>(Example: My foot is asleep)</i>,in a state of sleep <br /> <i>(Example: We were all asleep when the phone rang)</i>,"dead <br /> <i>(Example: He is now asleep, our dear departed)</i>",,,3
share_1,share,communicate <br /> <i>(Example: I'd like to share this idea with you)</i>,have in common <br /> <i>(Example: Our children share a love of music)</i>,"have, give, or receive a share of <br /> <i>(Example: We shared the cake)</i>",give out as one's portion or share <br /> <i>(Example: Can you share the cookies with your sister?)</i>,use jointly or in common <br /> <i>(Example: Can you share the toy with your sister?)</i>,5
sit_1,sit,serve in a specific professional capacity <br /> <i>(Example: She sat on the jury)</i>,be in session <br /> <i>(Example: When does the court of law sit?)</i>,show to a seat; assign a seat for <br /> <i>(Example: You could sit somebody in the back)</i>,take a seat <br /> <i>(Example: Please sit down)</i>,"sit and travel on the back of animal, usually while controlling its motions <br /> <i>(Example: She never sat a horse!)</i>",5
tired_1,tired,repeated too often; overfamiliar through overuse <br /> <i>(Example: Tired metaphor)</i>,depleted of strength or energy <br /> <i>(Example: Tired mothers with crying babies)</i>,,,,2
table_1,table,a piece of furniture with tableware for a meal laid out on it <br /> <i>(Example: I reserved a table at my favorite restaurant)</i>,flat tableland with steep edges <br /> <i>(Example: The tribe was relatively safe on the table but they had to descend into the valley for water)</i>,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs <br /> <i>(Example: It was a sturdy table)</i>,a set of data arranged in rows and columns <br /> <i>(Example: See table 1)</i>,food or meals in general <br /> <i>(Example: She sets a fine table)</i>,5
bump_1,bump,dance erotically or dance with the pelvis thrust forward <br /> <i>(Example: Bump and grind)</i>,knock against with force or violence <br /> <i>(Example: My car bumped into the tree)</i>,assign to a lower position; reduce in rank <br /> <i>(Example: She was bumped because she always speaks up)</i>,"come upon, as if by accident; meet with <br /> <i>(Example: Great to bump into you)</i>",remove or force from a position of dwelling previously occupied <br /> <i>(Example: The new employee bumped her by moving into her office space)</i>,5
have_2,have,have ownership or possession of <br /> <i>(Example: How many cars does she have?)</i>,undergo <br /> <i>(Example: The stocks had a fast run-up)</i>,cause to do; cause to act in a specified manner <br /> <i>(Example: My wife had me buy a new sofa)</i>,go through (mental or physical states or experiences) <br /> <i>(Example: Have a feeling)</i>,cause to move; cause to be in a certain position or condition <br /> <i>(Example: I'll have them moved to another room)</i>,5
stove_1,stove,a kitchen appliance used for cooking food <br /> <i>(Example: Dinner was already on the stove)</i>,any heating apparatus <br /> <i>(Example: Boil some water on the stove)</i>,,,,2
take_9,take,occupy or take on <br /> <i>(Example: She took her seat on the stage)</i>,develop a habit <br /> <i>(Example: He took to visiting bars)</i>,,,,2
bird_1,bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings <br /> <i>(Example: Birds filled the air)</i>,informal terms for a (young) woman <br /> <i>(Example: She hated being called a bird)</i>,badminton equipment consisting of a ball of cork or rubber with a crown of feathers <br /> <i>(Example: The bird went over the net and hit the racket)</i>,a cry or noise made to express displeasure or contempt <br /> <i>(Example: Don't make a bird)</i>,the flesh of a bird or fowl (wild or domestic) used as food <br /> <i>(Example: Do you want to eat bird?)</i>,5
lamp_1,lamp,an artificial source of visible illumination <br /> <i>(Example: The street lamps went on at 8pm)</i>,"a piece of furniture holding one or more electric light bulbs <br /> <i>(Example: Turn on the lamp, it's so dark in here)</i>",,,,2
